"Date","No.","Description","Debit","Credit"
"4/25/2018","","PAYPAL INST XFER MANNING PUB","-19.9900",""
"4/25/2018","","51796 POS PUR 04/24 14:08 WENDYS 546 BRIDGEVILLE PA 46151796 051796 ~5814","-8.6600",""
"4/25/2018","","52102 POS PUR 04/24 18:39 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 052~5814","-2.7300",""
"4/24/2018","","41844 POS PUR 04/24 08:31 APL* ITUNES.COM/ 866-712-7753 CA 00000000 041~5735","-48.1200",""
"4/24/2018","","PADDLE.COM IAT PAYPAL 1002970939377","-19.9900",""
"4/24/2018","","0032 POS PUR 04/23 14:42 MOE'S 938 BRIDGEVILLE PA 00A94759 000032 ~5814","-10.7500",""
"4/23/2018","","56178 RECURRING 04/22 22:49 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 056178 ~4814","-236.5300",""
"4/23/2018","","CAPITAL ONE MOBILE PMT 811039809803736","-71.0000",""
"4/23/2018","","DISCOVER E-PAYMENT 9459","-50.0000",""
"4/23/2018","","52654 POS PUR 04/21 11:39 SHEETZ 00 PITTSBURGH PA 002 052654 ~5541","-31.4300",""
"4/23/2018","","40253 POS PUR 04/20 09:47 MOE'S 379 CRANBERRY TWP PA 00A94753 040253 ~5814","-30.6200",""
"4/23/2018","","16802 POS PUR 04/22 09:58 SHEETZ 00 SEWICKLEY PA 001 016802 ~5541","-23.3700",""
"4/23/2018","","82620 POS PUR 04/22 09:31 STARBUCKS STORE PITTSBURGH PA 00000000 082620~5814","-15.0000",""
"4/23/2018","","30507 POS PUR 04/22 16:38 WALGREENS #9736 PITTSBURGH PA 00000000 030507~5912","-12.8900",""
"4/23/2018","","74495 POS PUR 04/23 15:54 APL* ITUNES.COM/ 866-712-7753 CA 00000000 074~5735","-12.8300",""
"4/23/2018","","13233 POS PUR 04/21 01:41 TARGET 00 PITTSBURGH PA 151 013233 ~5310","-11.1900",""
"4/23/2018","","20081 POS PUR 04/21 09:39 TARGET 00 PITTSBURGH PA 172 020081 ~5310","-10.6900",""
"4/23/2018","","51440 POS PUR 04/20 01:51 DUNKIN #353396 Q COLLIER TWNSH PA 3533005 051~5814","-5.7700",""
"4/20/2018","","COMENITY PAY OH WEB PYMT P18109169260681","-50.0000",""
"4/19/2018","","Credit One Bank Payment 0000258622310","-50.0000",""
"4/19/2018","","Credit One Bank Payment 0000258622083","-50.0000",""
"4/19/2018","","PAYPAL INST XFER STARBUCKS","-25.0000",""
"4/19/2018","","3471 POS PUR 04/18 13:05 APL* ITUNES.COM/ 866-712-7753 CA 00000000 003~5735","-11.7400",""
"4/18/2018","","PAYMENT FOR AMZ STORECARD 1567785271","-54.0000",""
"4/18/2018","","PAYPAL INST XFER NETFLIX.COM","-11.7600",""
"4/17/2018","","35028 POS PUR 04/16 15:45 BP#953429836191 PITTSBURGH PA 9534001 035028 ~5542","-48.3200",""
"4/17/2018","","8901 RECURRING 04/16 21:20 LA FITNESS 949-255-7200 CA 00000000 008901 ~7997","-29.9500",""
"4/16/2018","","18727 POS PUR 04/15 13:29 MARKET DISTRICT WEXFORD PA 00000000 018727 ~5411","-296.2700",""
"4/16/2018","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"4/16/2018","","81301 POS PUR 04/14 18:19 PETSMART # 3001 PITTSBURGH PA 00007847 081301~5995","-62.9600",""
"4/16/2018","","0055 POS PUR 04/13 18:28 MOE'S 938 BRIDGEVILLE PA 00A94759 000055 ~5814","-6.4000",""
"4/16/2018","","61899 POS PUR 04/13 11:37 APL* ITUNES.COM/ 866-712-7753 CA 00000000 061~5735","-0.9900",""
"4/13/2018","","DEVELOPMENT DIME DIRECT DEP 754045861033MU9","","1800.7500"
"4/9/2018","","TARGET CARD SRVC BILL PAY 000000006309313","-60.0000",""
"4/9/2018","","3150 POS PUR 04/08 23:26 SUNOCO 036301420 PITTSBURGH PA 0363001 003150~5542","-46.1500",""
"4/9/2018","","PAYPAL INST XFER JETBRAINSAM","-21.2900",""
"4/9/2018","","79940 POS PUR 04/09 20:17 Audible adbl.co/bill NJ 00000000 079940 ~5968","-15.8500",""
"4/9/2018","","20167 POS PUR 04/08 14:48 GIANT-EAGLE #005 Pittsburgh PA 52039100 32913~5411","-14.6800",""
"4/9/2018","","10097 POS PUR 04/07 13:15 TARGET 00 PITTSBURGH PA 151 010097 ~5310","-14.1800",""
"4/9/2018","","55168 POS PUR 04/08 21:48 SUBWAY 00 PITTSBURGH PA 001 055168 ~5814","-13.7800",""
"4/9/2018","","1221 POS PUR 04/07 02:11 SHEETZ 00 PITTSBURGH PA 002 001221 ~5541","-12.5400",""
"4/9/2018","","90844 POS PUR 04/07 19:04 MOE'S ONLINE #10 olo.com PA 00007325 090844 ~5811","-8.0800",""
"4/9/2018","","3149 POS PUR 04/08 23:00 SUNOCO 036301420 PITTSBURGH PA 0363001 003149~5541","-4.6900",""
"4/9/2018","","10105 POS PUR 04/07 15:56 TARGET 00 PITTSBURGH PA 151 010105 ~5310","-3.0900",""
"4/9/2018","","66468 POS PUR 04/07 07:22 COCA COLA PITTSB HOUSTON PA 31588646 066468 ~5814","-2.0000",""
"4/9/2018","","66469 POS PUR 04/07 07:51 COCA COLA PITTSB HOUSTON PA 31588646 066469 ~5814","-2.0000",""
"4/9/2018","","0023 POS PUR 04/06 10:53 MOE'S 938 BRIDGEVILLE PA 00A94759 000023 ~5814","-1.1800",""
"4/6/2018","","73281 POS PUR 04/06 06:57 BJ'S RESTAURANTS PITTSBURGH PA 00000000 07328~5812","-40.0100",""
"4/6/2018","","64995 POS PUR 04/05 15:40 PETVALU #5176 PITTSBURG PA 52764995 064995 ~5995","-39.5500",""
"4/6/2018","","PAYPAL INST XFER GRUBHUBFOOD","-29.5200",""
"4/6/2018","","PAYPAL INST XFER DROPBOX","-9.9900",""
"4/6/2018","","64833 POS PUR 04/05 19:03 USA*AVI FOOD SYS WARREN OH 00000000 064833 ~5814","-1.8500",""
"4/6/2018","","64823 POS PUR 04/05 18:10 USA*AVI FOOD SYS WARREN OH 00000000 064823 ~5814","-1.2000",""
"4/6/2018","","38331 POS PUR 04/05 22:54 USA*AVI FOOD SYS WARREN OH 00000000 038331 ~5814","-1.2000",""
"4/5/2018","0000000593","Check","-675.0000",""
"4/5/2018","","2644 POS PUR 04/04 15:41 VIOC 060069 PITTSBURGH PA 0600003 002644 ~7538","-99.4900",""
"4/5/2018","","PAYPAL INST XFER SPOTIFYUSAI","-10.6900",""
"4/5/2018","","PAYPAL INST XFER TEAMROCKET","-10.0000",""
"4/4/2018","","43750 POS PUR 04/03 21:29 STATE FARM INSUR 800-956-6310 IL 0001 043750 ~6300","-258.0000",""
"4/4/2018","","86369 POS PUR 04/03 17:00 MARATHON PETRO14 HEIDELBERG PA 01 086369 ~5542","-48.9000",""
"4/4/2018","","COMENITY PAY UR WEB PYMT P18093164689248","-40.0000",""
"4/4/2018","","45257 POS PUR 04/02 18:23 CARNEGIE MUSEUMS 412-622-3370 PA 00010037 045~7991","-12.5000",""
"4/4/2018","","21199 POS PUR 04/03 09:32 APL* ITUNES.COM/ 866-712-7753 CA 00000000 021~5735","-2.1200",""
"4/3/2018","","BARCLAYCARD US CREDITCARD 531135123","-85.0000",""
"4/3/2018","","CAPITAL ONE MOBILE PMT 809239809678583","-80.0000",""
"4/3/2018","","PAYPAL ECHECK 4MK22AFAVTDBJ","-64.0000",""
"4/3/2018","","NTB ONLINE PMT 122608615113569","-60.0000",""
"4/3/2018","","0041 POS PUR 04/02 20:29 MOE'S 938 BRIDGEVILLE PA 00A94759 000041 ~5814","-14.6100",""
"4/2/2018","","97276 POS PUR 03/30 23:17 DUQUESNE LIGHT P 412-393-7100 PA 00000000 097~4900","-162.5000",""
"4/2/2018","","70741 RECURRING 04/01 14:53 IPY*Goldfish Wex 724-7998850 PA 00001000 0707~8299","-88.0000",""
"4/2/2018","","12715 POS PUR 03/30 19:02 WALGREENS #9187 PITTSBURGH PA 00000000 012715~5912","-51.5300",""
"4/2/2018","","50058 POS PUR 03/31 07:33 MOE'S SW GRILL # WEXFORD PA 00215815 050058 ~5814","-26.0200",""
"4/2/2018","","0019 POS PUR 03/30 06:21 MOE'S 938 BRIDGEVILLE PA 00A94759 000019 ~5814","-11.8800",""
"4/2/2018","","0022 POS PUR 03/31 06:04 KFC J625164 WEST VIEW PA 00009945 000022 ~5814","-7.3600",""
"3/30/2018","","DEVELOPMENT DIME DIRECT DEP 940605706726MU9","","1860.3800"
"3/30/2018","","AES STDNT LOAN PA3767191732B","-104.8400",""
"3/30/2018","","50151 POS PUR 03/28 23:12 BLS*OZ-CODE97254 LONDON GB 00000000 050151 ~7372","-10.0300",""
"3/30/2018","","61570 POS PUR 03/29 17:25 GROUPON INC GROUPON.COM IL 00000000 061570 ~7299","-5.0000",""
"3/29/2018","","PAYPAL INST XFER GRUBHUBFOOD","-34.6400",""
"3/29/2018","","14511 POS PUR 03/28 01:41 DUNKIN #349047 Q PITTSBURGH PA 3490005 014511~5814","-5.9900",""
"3/28/2018","","SURCHARGE FEE 4236 ATM WTD 03/28 08:07 Cardtronics CCSW PITTSBURGH PA LK943720","-2.5000",""
"3/28/2018","","WalMart CC WM EPAY 1551198136","-60.0000",""
"3/28/2018","","91814 RECURRING 03/27 07:35 LA FITNESS 949-255-7200 CA 00000000 091814 ~7997","-30.0000",""
"3/28/2018","","74887 POS PUR 03/28 09:26 AMAZON MKTPLACE AMZN.COM/BILL WA 00000000 074~5942","-21.6600",""
"3/28/2018","","4236 ATM WTD 03/28 08:07 Cardtronics CCSW PITTSBURGH PA LK943720 00309~6011","-20.0000",""
"3/28/2018","","FEE FOR ATM WTD 03/28 08:07 Cardtronics CCSW PITTSBURGH PA LK943720 00309~6011","-2.7500",""
"3/27/2018","","28510 POS PUR 03/26 14:04 GULF OIL 9204440 CRANBERRY TWP PA 9204001 028~5542","-46.9300",""
"3/27/2018","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"3/26/2018","","21748 POS PUR 03/25 22:35 APL* ITUNES.COM/ 866-712-7753 CA 00000000 021~5735","-32.0500",""
"3/26/2018","","41364 POS PUR 03/24 14:27 TARGET 00 PITTSBURGH PA 074 041364 ~5310","-25.1000",""
"3/26/2018","","10021 POS PUR 03/23 14:10 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-10.7500",""
"3/26/2018","","4801 POS PUR 03/24 14:16 TARGET 00 PITTSBURGH PA 160 004801 ~5310","-4.5400",""
"3/23/2018","0000000592","Check","-200.0000",""
"3/23/2018","","PAYPAL INST XFER LUMOSITY","-38.9700",""
"3/23/2018","","21552 POS PUR 03/23 22:16 APL* ITUNES.COM/ 866-712-7753 CA 00000000 021~5735","-37.4200",""
"3/22/2018","","65728 POS PUR 03/21 11:44 TARGET 00 PITTSBURGH PA 076 065728 ~5310","-84.2400",""
"3/22/2018","","97653 POS PUR 03/21 11:15 TARGET 00 PITTSBURGH PA 109 097653 ~5310","-24.0600",""
"3/21/2018","","61468 RECURRING 03/20 07:28 AT&T*BILL PAYMEN WWW.ATT.COM TX 0034 061468 ~4814","-226.5300",""
"3/21/2018","","CAPITAL ONE MOBILE PMT 807939809312719","-70.0000",""
"3/21/2018","","7965 POS PUR 03/20 01:45 SUNOCO 038882450 BRIDGEVILLE PA 0388001 00796~5542","-47.3300",""
"3/21/2018","","DISCOVER E-PAYMENT 9459","-30.0000",""
"3/21/2018","","Credit One Bank Payment 0000253050035","-25.0000",""
"3/21/2018","","Credit One Bank Payment 0000253049993","-25.0000",""
"3/20/2018","","SURCHARGE FEE 298152 ATM WTD 03/20 11:37 PNC BANK BRIDGEVILLE PA PJ2574 298152","-3.5000",""
"3/20/2018","","298152 ATM WTD 03/20 11:37 PNC BANK BRIDGEVILLE PA PJ2574 298152 ~6011","-20.0000",""
"3/20/2018","","96043 POS PUR 03/19 00:23 BIG LOTS STORES BRIDGEVILLE PA 46496043 09604~5310","-8.5600",""
"3/20/2018","","FEE FOR ATM WTD 03/20 11:37 PNC BANK BRIDGEVILLE PA PJ2574 298152 ~6011","-2.7500",""
"3/19/2018","","80317 POS PUR 03/17 16:25 SAMSCLUB #6678 PITTSBURGH PA 00000002 080317 ~5300","-180.5300",""
"3/19/2018","","0002 POS PUR 03/16 23:29 BANFIELD 0588 PITTSBURGH PA 00001804 000002 ~0742","-115.6000",""
"3/19/2018","","PAYMENT FOR AMZ STORECARD 1545064545","-70.0000",""
"3/19/2018","","65397 RECURRING 03/16 23:57 LA FITNESS 949-255-7200 CA 00000000 065397 ~7997","-29.9500",""
"3/19/2018","","PAYPAL INST XFER GRUBHUBFOOD","-22.1400",""
"3/19/2018","","PAYPAL INST XFER STARBUCKS","-20.0000",""
"3/19/2018","","PAYPAL INST XFER NETFLIX.COM","-11.7600",""
"3/19/2018","","25496 POS PUR 03/19 16:00 APL* ITUNES.COM/ 866-712-7753 CA 00000000 025~5735","-10.6600",""
"3/19/2018","","661592 POS PUR 03/17 13:32 SAMSCLUB #6678 PITTSBURGH PA 24667801 661592 ~5411","-8.7200",""
"3/19/2018","","55115 POS PUR 03/17 20:28 MARKET DISTRICT Wexford PA 43038000 729478 ~5411","-5.9100",""
"3/16/2018","","DEVELOPMENT DIME DIRECT DEP 090057176361MU9","","1860.3700"
"3/16/2018","","85702 POS PUR 03/15 04:44 PANERA BREAD #20 ROSS TOWNSHIP PA 00002587 08~5812","-13.6000",""
"3/16/2018","","80112 POS PUR 03/15 21:12 PNC ECO BISTRO PITTSBURGH PA 01332398 080112 ~5814","-2.3600",""
"3/15/2018","","6027 POS PUR 03/15 03:18 BP#9617200AVALON PITTSBURGH PA 9617001 006027~5542","-43.6000",""
"3/15/2018","","PAYPAL INST XFER STARBUCKS","-15.0000",""
"3/15/2018","","17401 POS PUR 03/14 14:03 WALGREENS #9736 PITTSBURGH PA 00000000 017401~5912","-13.3500",""
"3/14/2018","","56930 POS PUR 03/13 06:06 APL* ITUNES.COM/ 866-712-7753 CA 00000000 056~5735","-21.3900",""
"3/14/2018","","77929 POS PUR 03/13 20:01 BIG LOTS STORES BRIDGEVILLE PA 42577929 07792~5310","-18.3300",""
"3/14/2018","","77937 POS PUR 03/13 20:02 WENDYS 546 BRIDGEVILLE PA 42577937 077937 ~5814","-5.2300",""
"3/14/2018","","95154 POS PUR 03/13 20:22 APL* ITUNES.COM/ 866-712-7753 CA 00000000 095~5735","-0.9900",""
"3/13/2018","","94063 POS PUR 03/13 01:50 ROCHESTER INNHAR PITTSBURGH PA 01463285 09406~5812","-58.0200",""
"3/13/2018","","10041 POS PUR 03/12 17:46 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-8.4000",""
"3/12/2018","","25460 POS PUR 03/09 19:38 GIANT-EAGLE #002 Pittsburgh PA 25000700 26353~5411","-60.5400",""
"3/9/2018","","0050 POS PUR 03/09 20:10 NICKY'S THAI KIT PITTSBURGH PA 00008904 00005~5812","-30.8900",""
"3/9/2018","","12224 POS PUR 03/09 16:50 Audible adbl.co/bill NJ 00000000 012224 ~5968","-15.8500",""
"3/9/2018","","0054 POS PUR 03/09 09:01 NICKY'S THAI KIT PITTSBURGH PA 00008904 00005~5812","-14.8400",""
"3/9/2018","","10026 POS PUR 03/08 09:45 MOES SOUTHWEST G BRIDGEVILLE PA 00532310 0100~5812","-10.7500",""
"3/8/2018","","COMENITY PAY OH WEB PYMT P18066158534079","-60.0000",""
"3/8/2018","","41890 POS PUR 03/07 02:26 SUNOCO 036301420 PITTSBURGH PA 0363001 041890~5542","-48.5000",""
"3/8/2018","","PAYPAL INST XFER JETBRAINSAM","-21.2900",""
"3/8/2018","","86459 POS PUR 03/08 22:35 APL* ITUNES.COM/ 866-712-7753 CA 00000000 086~5735","-16.0000",""
"3/7/2018","","CAPITAL ONE AUTO CARPAY 006206175051197","-274.5000",""
"3/7/2018","","BARCLAYCARD US CREDITCARD 524730174","-50.0000",""
"3/7/2018","","Credit One Bank Payment 0000250276995","-50.0000",""
"3/7/2018","","Credit One Bank Payment 0000250276598","-50.0000",""
"3/7/2018","","DISCOVER E-PAYMENT 9459","-40.0000",""
"3/7/2018","","8912 POS PUR 03/05 02:42 BLS*OZ-CODE97254 LONDON GB 00000000 008912 ~7372","-10.0300",""
"3/7/2018","","124884 PIN PUR 03/07 08:02 SUNOCO 036301420 PITTSBURGH PA 41897701 12488~5541","-6.4000",""
